id,nama_sekolah,alamat,kontak,nspn
13213,SMA Kresten Falabisahaya,Jl. Barito Falabisahaya,-,60202237
13214,SMA Muhammaddiyahn Falabisahaya,Jl. Kafe Bolywood,-,60202238
13215,SMA Negeri 1 Mangoli Barat,Jl. Kaki Gunung Dofa,-,60202239
13216,SMA Negeri 1 Mangoli Tengah,Jl. Baru Mangoli,-,60202240
13217,SMA Negeri 1 Mangoli Utara,Jl. Telkom,-,60202241
13218,SMA Negeri I Sulabesi Selatan,Fuata,-,60202273
13219,SMA Negeri I Taliabu Barat Laut,Jln.Siswa,-,60202274
13220,SMA Negeri I Sulabesi Tengah,Waiboga,-,60202289
13221,SMA Negeri 1 Sulabesi Selatan,Jl. Pemuda Fuata,-,60202290
13222,SMAN 5 Halmahera Tengah,Desa Banemo Kecamatan Patani,-,60202296
13223,SMAN 8 276000,Jl. Jati Besar,-,60202317
13224,SMA Trikarya Prakarsa,Bobaneigo,-,60202324
13225,SMK Bhakti Persada,Tedeng,-,60202325
13226,SMK Negeri 1 Jailolo,Bobaneheha,-,60202318
13227,Smkpantura,Desa Tepeleo Kec. Patani Utara,-,60202360
13228,SMA Siti Aisah,Buku Lasa,-,60202363
13229,SMA Lpm Indari,Jl Balisa,-,60202424
13230,SMA Neg 3 Gane Barat,Jl Raya Gane Dalam,-,60202425
13231,SMA Neg 1 Gane Timur,Jl Maffa,-,60202426
13232,SMA Lpm GiMAN Jaya,Jl Pendidikan,-,60202427
13233,SMA Neg 3 Kayoa,Jl Benteng Kayoa,-,60202428
13234,SMA Lpm Galala,Galala,-,60202430
13235,SMA Neg 1 Pulau Makian,Jl Kenari,-,60202429
13236,SMA Neg 2 Obi,Jl Hi Subur No 1,-,60202431
13237,SMA Neg 1 Wayaloar,Jl Wayaloar,-,60202432
13238,SMA Negeri 2 Taliabu Utara,Jl.Baru Sahu Tikong,-,60202462
13239,SMA Negeri Taliabu Timur Selatan,Jl.Mangga Dua,-,60202467
13240,SMA Negeri Sulabesi Barat,Jl.Raya Kabau,-,60202466
13241,SMK Sehati Loleo,Desa Loleo,-,60202473
13242,Madrasyah Aliayah Mutmainah Limbo,Jl Sisawa,-,60202497
13243,SMA Lpm Mayau 276000,Kel. Mayau,-,60202499
13244,SMAN 9 276000,Jl. Siswa Moti Kota,-,60202502
13245,SMAN 1 Taliabu Barat,Jl.Kapten Naiman No.11,-,60200545
13246,MAN Sanana,Jl. Pekuburan Islam,-,60200556
13247,SMA Islam Terpadu Nurul Hasan,Jl. Makugawene,-,60202572
13248,MA Swasta Hi. Salahuddin,Desa Wailegi Kec. Patani,-,60202574
13249,SMAN 8 Halmahera Tengah,Desa Gemia Kec. Patani Utara,-,60202575
13250,MA  Yppt Lede,Jl. Raya Lede,-,60202629
13251,SMA Muhammadiyah 4 Tikep,Lola,-,60202633
13252,SMK N 5 Tidore Kepulauan,Galala,-,60202634
13253,MA Alkhairat Sidangoli,Sidangoli,-,60202783
13254,MA Ibnu Haldum Bobaneigo,Bobaneigo,-,60202784
13255,MA   Jailolo,Desa  Acango,-,60202785
13256,SMA Lpm Tahafo,Desa Togola,-,60202786
13257,SMA Islam Jailolo,Jailolo,-,60202787
13258,SMA Kristen Dian Halmahera,Sahu,-,60202788
13259,SMA Kristen Ebenheizer Ibu,Ibu,-,60202790
13260,SMA Mahanaim Sahu,Sahu,-,60202791
13261,SMA Neg. 1 Ibu,Ibu,-,60202792
13262,SMA Neg. 1 Jailolo,Porniti,-,60202793
13263,SMA Neg. 1 Loloda,Kedi,-,60202794
13264,SMA Neg. 1 Sahu,Sahu,-,60202795
13265,SMK Neg. 2 Goal Sahu,Sahu,-,60202798
13266,SMK Neg. Jailolo,Jailolo,-,60202799
13267,MA Swasta Hi. Salahuddin,Wailegi,-,60202841
13268,SMAN 8 Halteng,Gemia,-,60202842
13269,SMKN 3 Halteng,Kapaleo,-,60202843
13270,SMA Morodadi,Mortim,-,60202873
13271,SMA Pend. Pacikara,Kao Utara,-,60202874
13272,SMA Perintis Loloda Utara,Loloda,-,60202875
13273,SMK Bina Karya,Ds. Gura,-,60202876
13274,SMK Global Pasifik,Jl. Siswa,-,60202877
13275,SMK Tarakani Galela,60202879,-,60202878
13276,SMK Teknologi,60203342,-,60202879
13277,MAN Tahane,Desa Tahane,-,60203342
13278,MA Al - Munawarah Loleojaya,Desa Loleojaya,-,60203343
13279,MA Alkhaeraat Labuha,Desa Labuha,-,60203344
13280,MA Alkhaeraat Madapolo,Desa Madapolo,-,60203346
13281,MA An - Nur Gandasuli,Desa Gandasuli,-,60203347
13282,MA Babang,Desa Babang,-,60203348
13283,MA Bibinoi,Desa Bibinoi,-,60203349
13284,MA Koititi,Desa Koititi,-,60203350
13285,MA Kukupang,Desa Kukupang,-,60203351
13286,MA Masatawa,Desa Masatawa,-,60203352
13287,MA Waikyon,Desa Waikyon,-,60203353
13288,SMA Lpm Galala,Desa Jiko,-,60203354
13289,SMA Lpm Laromabati,Desa Laromabati,-,60203355
13290,SMA Lpm Mano,Desa Gamumu,-,60203356
13291,SMA Negeri 6 Kayoa,Desa Orimakurunga,-,60203357
13292,SMA Negeri 1 Bacan Barat,Desa Indari,-,60203358
13293,SMA Negeri 1 Makian,Desa Makian,-,60203359
13294,SMA Negeri 3 Gane Barat,Desa Gane Dalam,-,60203360
13295,SMA Tunas Pelita Bacan,Desa Pelita,-,60203361
13296,SMK Lpm Bajo,Desa Bajo,-,60203362
13297,SMK Misbahul Aulad Labuha,Desa Labuha,-,60203363
13298,SMK Negeri 1 Bacan,Desa Panamboang,-,60203364
13299,SMK Negeri 1 Indong ( Mandioli Utara ),Desa Pelita,-,60203365
13300,SMK Negeri 1 Kayoa,Desa Guruapin,-,60203366
13301,SMK Negeri 1 Pulau Makian,Desa Pulau Makian,-,60203367
13302,SMA Negeri 5 Haltim,60203441,-,60203440
13303,SMK Pertambangan,Desa Buli Asal,-,60203441
13304,SMK Teknologi Dan Perikanan,Desa Nusa Ambu,-,60203442
13305,SMA 2 Muh. Tidore Kep,Kel. Indonesiana,-,60203595
13306,SMA 3 Muh. Tidore Kep,Kel. Soadara,-,60203596
13307,SMA 4 Muh. Tidore Kep,Desa Lola,-,60203597
13308,SMA Objas Kaiyasa,Desa Kaiyasa,-,60203598
13309,SMA Yasmu,Desa Balbar,-,60203599
13310,SMAN 9 Halmahera Tengah,Desa Messa Kec. Weda Utara,-,60203605
13311,SMA It Al Bina 276000,Jln. Jati Besar,-,60203607
13312,SMA Negeri 1 Tidore Kepulauan,Jl. Jenderal Ahmad Yani No. 1,-,60200951
13313,SMA Ngeri 3 Tidore Kepulauan,Jln Patimura No. 1 Tidore,-,60200949
13314,SMA Nusantara,Desa Tauro,-,60203630
13315,SMA Negeri 1 Jailolo Selatan,Desa Akeara,-,60203631
13316,SMA N 5 Gane Barat,Jln. Siswa,-,60203632
13317,SMA Negeri 2 Jailolo Selatan,Jln. Trans Halmahera Desa Domato,-,60203637
13318,SMK Negeri 1 Jailolo Selatan,Jl. Siswa Desa Tabadamai,-,60203638
13319,SMK Negeri 2 Jailolo Selatan,Desa Moiso,-,60203639
13320,SMA Negeri 1 Jailolo Timur,Jl. Trans Sofifi,-,60203640
13321,SMK Negeri 1 Jailolo Timur,Desa Akelamokao,-,60203641
13322,SMA Lpm Jikohay,Jln. Siswa No 1 Desa Jikohay,-,60203644
13323,SMK Bina Informatika,Jl. Zainal Abidin Syah,-,60203653
13324,SMA Doro Kolano,Jln. Raya Gita-Payahe,-,60203675
13325,SMA Al-Irsyad 276000,Kel. Jati  Samping Bukit Hotel Pelangi,-,60203813
13326,MA Raudatusshalihin Rema,Jl. Kutacane - Medan Km  12,-,10103186
13327,MA Dmt Subulussalam-Jontor,Jl. Teuku Umar. Ds Jontor,-,10104119
13328,MA Al Muflihun,Haloban,-,10104122
13329,MAN Beureughang,Jln. Buloh Beureughang  Hp.085260406511,-,10106263
13330,SMA  Lembah Seulawah,Jl.Banda Aceh-Medan Km 57.5,-,10100139
13331,MAN Montasik,Jl. Mesjid Jamik No. 3 Montasik,-,10100269
13332,MAN Kota Bakti,Jl. Tangse - Kota Bakti,-,10100755
13333,MAN Simpang Ulim,Banda Aceh Medan Km 3 Peulalu,-,10102011
13334,SMA Negeri 1 Samadua,Jln. Tapaktuan- Meulaboh Km.8,-,10102771
13335,SMAN 1 Kluet Selatan,Jalan Bahagia No. 2 Kandang,-,10102787
13336,MA Labuhan Haji Barat,Desa Blang Keujeren,-,10102864
13337,MAN Simeuleu Timur,Desa Kuala Makmur,-,10103353
13338,MA Ulumuddin,Desa Alus-Alus,-,10103369
13339,SMAN Kuta Jeumpa,Jl. Guhang No 34 Jeumpa,-,10104880
13340,MAN Lhokseumawe,Jl. Samudra. Kp.Jawa Lhokseumawe,-,10105631
13341,MAN 2 Sigli,Jl. Revolusi 45 Meureudu,-,10100750
13342,MAN Ulim,Jl. Banda Aceh - Medan Km. 162,-,10100759
13343,SMAN 1 Tangan-Tangan,Jl. Nasional No. 2,-,10104847
13344,SMA Al-Nura Lhoksukon,Jln. Cot Girek No. 7  Hp. 085276303022,-,10110251
13345,MA Ulumuddin,Jl. H. Meunasah Utenkot Cunda,-,10105650
13346,MA Tgk. Chik Dicuree,Jl. Laweueng - Kalee Km. 3,-,10110323
13347,SMAN 2 Seunuddon,Jl.Masjid Baitul Ula,-,10106277
13348,MA Darul Hikmah,Desa Peunaga Rayeuk,-,10102549
13349,SMAN 1 Labuhan Haji Timur,Jl. Tapaktuan-Blang Pidie,-,10102790
13350,SMAN 1 Singkohor,Jln Tongkol,-,10104048
13351,MAN Simpang Kiri,Jalan Panglima Saman,-,10104116
13352,MA Nasrul Yatama,Nisam,-,10106269
13353,MA Glumpang Tiga,Jl. Banda Aceh Medan,-,10100763
13354,MA Seunuddon,Jl. Masjid Baiturrahim Mane Kawan,-,10101509
13355,MAN Ranto Peureulak Aceh Tmr,Jl. Peunaron No 7 Desa Alue Dua,-,10102010
13356,MA Al Husna,Jl. Ujung Baru Gulo,-,10103192
13357,SMA Negeri 1 Rundeng,Jalan Perjuangan No. 14,-,10104059
13358,MA Darul Mutaallimin,Tanah Merah,-,10104120
13359,SMAN 1 Suro,Siompin,-,10104049
13360,SMA Negeri 6 Lhokseumawe,Jl. Pendidikan,-,10105624
13361,SMA Muslimat Samalanga,Jl. Mesjid Raya,-,10107192
13362,MAN Tangse,Jl. Tangse Beureunuen Km.46,-,10100757
13363,MA Al Widyan Alue Lhok,Alue Lhok,-,10102014
13364,SMA Negeri 1 Meukek,Kuta Baro Meukek- Aceh Selatan,-,10102770
13365,MA Ashabul Yamin,Bakongan,-,10102862
13366,SMA Nurul Islam,Jln. Irigasi Krueng Pasee  081360571084,-,10110461
13367,MA Al-Muslimun,Jl. Banda Aceh-Medan Km. 307  Hp. 085277618688,-,10101503
13368,MA Nurul Ulum,Medan Banda Aceh Km 394,-,10102008
13369,MA Babun Najah,Jl. Kebon Raja,-,10105485
13370,MAN Model,Jl. Pocut Baren No. 116,-,10105487
13371,MA Darul Muttaqin Laga Baro,Laga Baro,-,10110248
13372,SMAN 10 Takengon,Ramung Ara,-,10107513
13373,SMAN 9 Takengon,Rejewali,-,10107514
13374,MAN Sumbok,Desa Sumbok Rayek,-,10101517
13375,MA Meukek,Meukek,-,10102866
13376,MA Ihyaaussunnah,Jln. Listrik Kp. Jawa Baru,-,10105646
13377,MAN Kembang Tanjung,Kembang Tanjung,-,10100754
13378,MA Labuhan Haji Timur,Jl. Istiqamah K. Hilir,-,10102865
13379,MA Ar Hanafi Lueng Sa,Desa Lueng Sa,-,10102015
13380,MA Muhammadiyah,Jl. Tgk. Diujung No. 13,-,10103368
13381,MAN Singkil,Jl. Utama No. 21,-,10104137
13382,MAN Kampung Teungoh,Jl. Jen Ahmad Yani,-,10105754
13383,SMA Negeri 2 Sampoiniet,Desa Ligan,-,10110489
13384,MAN 2 Banda Aceh,Jl. Cut Nyak Dhien,-,10106282
13385,MAN Rukoh,Jl. Hamzah Fansuri,-,10106284
13386,MA Darul Ulum,Jl. Syiah Kuala,-,10106286
13387,MA Ulumul Quran,Jl. Banda Aceh Medan Km. 6,-,10106288
13388,SMA Negeri 13,Jl. Tgk. H. Mohd. Daud Beureueh,-,10106291
13389,SMAN 3 Putra Bangsa Lhoksukon,Jln. Medan-Banda Aceh,-,10110576
13390,SMA Swasta Pertiwi,Jln. Rantau,-,10104276
13391,SMA Swasta Al-Washliyah,Jln. Letjen S. Parman No.48,-,10104295
13392,SMA Swasta Al-Mujahiddin,Kampung Dalam,-,10104296
13393,SMA Swasta Patra Nusa,Jln. Plaju No.2 Komp. Pertamina Rantau,-,10104315
13394,MA Swasta Yaspendi Sungai Iyu,Jln. Tengku Banta Ahmad,-,10104378
13395,MA Swasta Tamiang Hulu,Desa Perkebunan P. Tiga,-,10104379
13396,MA Swasta Syukroniah,Jl. Dsn Lawas Desa Jawa,-,10104380
13397,MA Swasta Nurul Iman,Desa Purwodadi,-,10104381
13398,MA Swasta Harapan Mutiara,Desa Pantai Balai,-,10104382
13399,MA Swasta Babussalam Babo,Desa Babo,-,10104383
13400,SMA Negeri 10,Jl. Fajar Harapan,-,10107194
13401,SMA Negeri 11,Jl. Paya Umet,-,10107195
13402,SMA Negeri 12,Jl. Hamzah Fansuri,-,10107196
13403,SMA Negeri 9,Komp. Stadion Harapan Bangsa,-,10107197
13404,MA Meurah Mulia,Desa Nibong Meurah Mulia / Hp. 085262651212,-,10110588
13405,SMAN 5 Langsa,Jl. Kebun Baru,-,10107501
13406,SMAN 1 Bandar,Jln. Simpang Teritit - Pondok Baru  Pondok Baru,-,10105182
13407,SMAN 1 Bukit,Jln. Hakim Tungul Naru,-,10105183
13408,SMAN 1 Permata,Jln. Wih Tenang Uken,-,10105184
13409,SMAN 1 Timang Gajah,Jln. Takengon - Bireuen  Km.65 Timang Gajah,-,10105185
13410,MAN Janarata,Jln. Simpang Teritit - Pondok Baru  Batin Pondok Gajah,-,10105188
13411,MAN Lampahan,Jln. Takengon - Bireuen  Lampahan,-,10105206
13412,MAN Simpang Tiga,Jln. Bandara Rembele  Simpang Tiga,-,10105207
13413,MA Darussaadah S.Mulo,Jln. Takengon - Bireuen  Singah Mulo,-,10105208
13414,MA Darussaadah,Jln. Buntul - Pondok Baru  Bener Kelipah,-,10105209
13415,MA Nurul Islam,Jln. Takengon - Bireuen  Blang Rakal,-,10105210
13416,MA Binaan,Jln. Bandara Rembele  Pante Raya,-,10107270
13417,SMA Terpadu Bustanul Arifin,Jln. Simpang Teritit - Pondok Baru  Pondok Sayur,-,10107271
13418,MA Pulo Tige,Jln. Buntul - Pondok Baru  Pulo Tige,-,10107272
13419,MA Raudhatul Ulum,Jln. Takengon - Bireuen  Kenine,-,10107273
13420,SMAN 1 Pintu Rime Gayo,Jln. Takengon - Bireuen  Blang Kuyu,-,10107274
13421,SMAN 2 Bukit,Jln. Simpang Teritit - Pondok Baru  Blang Panas,-,10107275
13422,SMAN Unggul Binaan Bm,Jln. Bandara Rembele  Pante Raya,-,10107276
13423,SMAN 2 Bandar,Jln. Blang Jorong  Keramat Jaya,-,10107277
13424,SMA Pers. Negeri 2 Pintu Rime Gayo,Jln. Takengon - Bireuen  Blang Ara,-,10107278
13425,SMAN 3 Timang Gajah,Jln. Takengon - Bireuen  Blang Rongka,-,10107279
13426,SMA Terpadu Semayuen Nusantara,Jln. Bale Atu - Simpang Tiga,-,10107281
13427,SMA Syiah Utama,Jln. Samar Kilang  Blang Panu,-,10107282
13428,SMAN 2 Timang Gajah,Jl.Sukadamai-Lampahan,-,10105171
13429,SMA Negeri 1 Seulimeum,Jln. Banda Aceh - Medan Km.41 Seulimeum Aceh Besar,-,10100188
13430,SMAN 2 Sigli,Jl. Lingkar Keuniree Sigli,-,10100553
13431,SMAN 1 Lawe Sigala - Gala,Lawe Sigala - Gala,-,10103092
13432,SMAN 1 Kota Jantho,Jl.T.  Panglima Nyak Makam,-,10100194
13433,SMAN 1 Kluet Tengah,Desa Manggamat,-,10102728
13434,SMA Negeri 1 Lhoksukon,Jl.Iskandar Muda Lhoksukon,-,10101174
13435,SMAN 1 Meukek,Jln Pu Tapaktuan Mbo Kuta Baro Meukek,-,10102723
13436,SMAN 2 Kluet Utara,Desa Kuala Bau,-,10102727
13437,SMAN 1 Sungai Mas,Sungai Mas. Aceh Barat,-,10102514
13438,SMA 1 Sukamakmur,Jl. Banda Aceh-Medan Km. 16,-,10100187
13439,SMAN 1 Samadua,Jln Tapaktuan Mbo Km 8 Ds Jilatang Asel.,-,10102724
13440,SMAN 1 Kutapanjang,Kutapanjang,-,10104529
13441,SMAN 1 Simpang Kanan,Jl. Pendidikan,-,10104051
13442,SMAN 1 Kluet Timur,Desa Paya Dapur,-,10102731
13443,SMAN Seribu Bukit,Blangkejeren,-,10104547
13444,SMA 1 Lhoknga,Jl. T. Umar Km. 14 Lhoknga,-,10100192
13445,SMAN 1 Kluet Utara,Desa Kota Fajar,-,10102732
13446,SMAN 1 Delima,Jl. Banda Aceh Medan,-,10100545
13447,SMAN 1 Badar,Jl. Gulo No. 151,-,10103097
13448,SMA 1 Baitussalam,Jl. Lambaro Angan,-,10100197
13449,SMAN 1 Simeulue Barat,Jl.Generasi No.01,-,10103352
13450,SMAN 1 Darul Imarah,Jln Soekarno Hatta Lampeuneurut A Besar,-,10100185
13451,SMAN 1 Peukan Bada,Jl. Blang Ajuen No. 3 Peukan Bada Aceh Besar,-,10100189
13452,SMAN 1 Indrapuri,Jln Tgk Chik Ditiro Km 27.4 Indrapuri,-,10100196
13453,SMAN 2 Modal Bangsa,Jln Bandara Iskandar Muda Aceh Besar,-,10100170
13454,SMAN 1 Lhoong,Jln Banda Aceh Meulaboh Blangme A Besar,-,10100191
13455,SMAN 1 Ingin Jaya,Jln Tgk Cot Malem Lubuk Kab Aceh Besar,-,10100195
13456,SMAN 1 Baktiya,Jln.Alue Anoe - Alue Ie Puteh,-,10101177
13457,SMAN 1 Sawang,Sawang Km.15,-,10101191
13458,SMAN 1 Tapaktuan,Tapaktuan,-,10102729
13459,SMAN 2 Meureudu,Jl. Banda Aceh - Medan  Km . 161,-,10100551
13460,SMA Negeri 5,Jl. Hamzah Fansuri No. 3,-,10105398
13461,SMAN 2 Seunagan,Jln Keude Liteung Peleukung No.79,-,10104701
13462,SMAN 1 Dewantara,Jln.Btn Arun Paloh Lada,-,10101175
13463,SMAN 1 Nisam,Jl.Cot Mambong Km.8 Keude Amplah/ Hp.085277742042,-,10101183
13464,SMAN 1 Mesjid Raya,Jl. Ie Seuum Km. 0 5 Krueng Raya,-,10100190
13465,SMAN 1 Krueng Barona Jaya,Jln T Iskandar Km 5 Ulee Kareng,-,10100186
13466,SMAN 1 Mutiara,Jl. Banda Aceh - Medan,-,10100549
13467,SMAN 2 Mutiara,Beureunuen - Tiro  Km. 4,-,10100552
13468,SMAN Keumala,Jl.Tangse Km 12 Keumala. Pidie,-,10100554
13469,SMAN 1 Muara Tiga,Sp. Beutong Laweueng Km. 6,-,10100548
13470,SMAN 1 Kembang Tanjong,Jl. Tanah Lapang,-,10100547
13471,SMAN 2 Bandar Baru,Jl. Banda Aceh - Medan,-,10100550
13472,SMAN 1 Meurah Mulia,Jln. Exxon Mobil Desa Mesjid / Hp. 08126979164,-,10101182
13473,SMAN 1 Cot Girek,Jln. Komplek Pendidikan  Hp. 081334258017,-,10101176
13474,SMAN 1 Tanah Pasir,Jl.Cut Nyak Asiah Ds.Keutapang Kec.Tanah Pasir,-,10101189
13475,SMAN 1 Ranto Peureulak,Jl. Rantau Peureulak,-,10101884
13476,SMAN 1 Trumon Timur,Jl. Tapaktuan-Medan,-,10102726
13477,SMAN 1 Labuhan Haji,Jl.Pasar Pendidikan,-,10102722
13478,SMAN 1 Sawang,Jln Tapaktuan Mbo Ds Meuligo Sawang,-,10102725
13479,SMAN 1 Trumon,Jl. Desa Pulo Keude Paya,-,10102730
13480,SMAN 1 Kandang,Jl. Bahagia Kandang,-,10102743
13481,SMAN 2 Lawe Sigala - Gala,Kampung Bakti,-,10103090
13482,SMAN 2 Kutacane,Komplek Pelajar Babussalam,-,10103091
13483,SMAN Perisai Kutacane,Jl. Prumnas Kumbang Indah,-,10103071
13484,SMAN 1 Simpang Kiri,Jln Tgk Syekh Abdurrauf No 1 S.Salam,-,10104050
13485,SMAN 1 Blangkejeren,Desa Bustanussalam,-,10104528
13486,SMAN 1 Rikit Gaib,Rikit Gaib,-,10104530
13487,SMAN 1 Beutong,Jln Nasional Km 1.5,-,10104680
13488,SMAN 1 Calang,Jln.Teuku Umar Desa Gampong Blang,-,10105043
13489,SMA Negeri 2,Jl. Laksamana Malahayati,-,10105399
13490,SMA Negeri 6,Jl. Tgk. Cot Aron,-,10105397
13491,SMA Negeri 7,Jl. Krueng Jambo Aye,-,10105396
13492,SMAN 3 Langsa,Jl. Cut Nyak Dhien,-,10105737
13493,SMAN 2 Langsa,Sungai Lueng,-,10105736
13494,SMAN 1 Langsa,Paya Bujok,-,10105735
13495,SMAN 4 Langsa,Gampong Simpang Lhee,-,10105752
13496,SMAN 1 Tangse,Jl. Iskandar Muda Tangse,-,10100564
13497,SMA Negeri 1,Jl. Prof. A. Majid Ibrahim I,-,10105389
13498,SMA S Pgri,Paya Bujok,-,10105734
13499,SMK 1 Peureulak,Medan Banda Aceh Km 387.5,-,10110457
13500,SMA Safiatuddin,Jl. Pocut Bare No. 79,-,10105405
13501,SMAN 1 Simpang Ulim,Jl. Medan Banda Aceh,-,10101872
13502,SMA Cut Meutia,Jl. Tgk. Chik Ditiro,-,10105385
13503,SMA Negeri 3,Jl. Tgk. H. Mohd. Daud Beureueh,-,10105388
13504,SMA S Malem Putra 1,Jl. Syeckh Abdullah Kan-An No. 2A Leugeu,-,10100176
13505,SMA Tgk Chik Ditiro Sigli,Jl.Banda Aceh Medan Km 115,-,10100544
13506,SMAN 1 Padang Tiji,Jl. Banda Aceh Medan Km 97,-,10100558
13507,SMAN 2 Mutiara,Jl.Tiro Km 4 Gumpueng Pidie,-,10100566
13508,SMA Negeri I Kaway Xvi,Jl.Meulaboh Tutut.Aceh Barat,-,10102502
13509,SMAN 1 Terangun,Terangun,-,10104527
13510,SMAN 2 Kuala Batee,Jl. Nasional No.,-,10104851
13511,SMA Katolik,Jl. Sultan Iskandar Muda No. 31,-,10105394
13512,SMAN 1 Mutiara,Jl. Banda Aceh Medan Pidie,-,10100559
13513,SMAN 1 Langkahan,Jl. Irigasi Langkahan  Hp. 081360002975,-,10101186
13514,SMAN 1 Tanah Luas,Jl. Desa Ampeh Blang Jruen  Telp.0645-371059  Hp.08136018802,-,10101192
13515,SMA Negeri 15 Adidarma,Jl. Pelangi No. 23,-,10105386
13516,SMA S Muhammadiyah,Jl. Wr. Supratman,-,10105733
13517,SMAN 1 Matangkuli,Jl. Darussalam Aceh Utara  085260730354,-,10101309
13518,SMA Iskandar Muda,Jl. Rama Setia,-,10105403
13519,SMA S Jaya,Jl. A. Yani,-,10105732
13520,SMAN 1 Bandar Baru,Jl. Banda Aceh Medan Km 135,-,10100569
13521,SMAN 1 Bandar Dua,Jl.Banda Aceh Medan Km 167.,-,10100570
13522,SMA Ruhul Islam,Jl.Cluster Mobil Oil,-,10101180
13523,SMAN 1 Idi Rayeuk,Jl. Medan  Banda Aceh,-,10101876
13524,SMAN 1 Julok,Desa Bukit Siraja,-,10101877
13525,SMA Negeri 3 Meulaboh,Jl.Bakti Pemuda Gip Lapang,-,10102529
13526,SMAN 1 Sakti,Jl. Tangse Pidie,-,10100540
13527,SMA Iskandar Thani,Jl. Sultan Iskandar Muda,-,10105383
13528,SMA Negeri 4,Jl. Panglima Nyak Makam,-,10105387
13529,SMAN 2 Indrajaya,Jl.Bluek Gle Cut-Unigha,-,10100565
13530,SMAN 1 Seunuddon,Jl. Ulee Rubek Aceh Utara,-,10101306
13531,SMA Swasta Tarbiyah Labuhan Haji,Jl.Pasar Perjuangan,-,10102738
13532,SMA Darul Iman,Jl.Kelapa Gading Lw.Sumur,-,10103100
13533,SMA Negeri 1 Leupung,Jl.T.Umar Km 17 Leupung,-,10100177
13534,SMAN 1 Kembang Tanjong,Jl.Tanah Lapang Pidie,-,10100574
13535,SMAN 1 Kuta Makmur,Jl. Blang Ara Sp Kramat Aceh Utara  Hp. 08116703763,-,10101311
13536,SMAN 3 Kutacane,Jalan Raja Bintang Mbarung - Kutacane,-,10103098
13537,SMA S Cut Nyak Dhien,Jl. A. Yani,-,10105731
13538,SMAN 1 Muara Tiga,Jl.Sp.Beutong Laweueng Pidie,-,10100576
13539,SMA Negeri 1 Pante Ceureumen,Jl. Meulaboh - Pante Ceureumen,-,10110262
13540,SMAN 1 Labuhanhaji Barat,Desa Peulokan,-,10102740
13541,SMA Teuku Nyak Arief,Jl. Sudirman Viii No. 49,-,10105406
13542,SMA Darul Falah,Jl. Nasional No.1,-,10104679
13543,SMAN 2 Lhoksukon,Jl. Diponogoro Lhoksukon Aceh Utara,-,10101181
13544,SMA DarussaAdah,Jl. Banda Aceh - Medan Km. 133,-,10100577
13545,SMA S Al-Istiqamah,Jl. T. Umar Km. 10,-,10100183
13546,SMA 1 Kuta Baro,Jl. Blang Bintang Lama,-,10100181
13547,SMA 1 Montasik,Jln Montasik Ds Lampaseh Krueng A Besar,-,10100180
13548,SMAN 1 Pulo Aceh,Jalan Raja Kandang  Pulau Nasi Kec. Pulo Aceh 60100,-,10100179
13549,SMAN 1 Peukan Pidie,Jl. Mukim No.20,-,10100557
13550,SMA Chik Ditiro Sigli,Jl. Banda Aceh - Medan   Km. 115,-,10100556
13551,SMAN 1 Trienggadeng,Jl.Kereta Api Pidie,-,10100543
13552,SMAN 1 Indarajaya,Jl.Garot Caleue,-,10100573
13553,SMAN 1 Geumpang,Jl. Tutut Raya Geumpang Pidie,-,10100571
13554,SMAN 1 Simpang Tiga,Jl. Sigli Kembang Tanjong,-,10100542
13555,SMAN 1 Glumpang Tiga,Jl. Banda Aceh Medan. Km 129,-,10100572
13556,SMA PGRI Krueng Geukuh,Jln.Tugu Pim Tambon Tunong,-,10101184
13557,SMAN 1 Tanah Jamboaye,Jl. Jambo Aye Aceh Utara,-,10101193
13558,SMAN 2 Dewantara,Jl.Masjid Jabal Nur B Btn Palda,-,10101312
13559,SMAN 1 Syamtalira Bayu,Jl. Banda Aceh Medan Km 284 Bayu Aceh,-,10101305
13560,SMAN 1 Samudera,Jl. Pendidikan No. 3 Samudera Geudong Aceh Utara,-,10101307
13561,SMAN 1 Darul Aman,Jl. Banda Aceh - Medan  Grong-Grong,-,10101875
13562,SMAN 1 Peureulak,Jl. Pasir Putih,-,10101881
13563,SMA Yayasan  1001 Takengon,Gelengang,-,10102267
13564,SMA I Woyla,Jl.Tengku Di Sarah Aceh Barat,-,10102509
13565,SMA Negeri I Samatiga,Jl.Teuku Daud Desa Suak Timah,-,10102506
13566,SMA Muhammadiyah Meulaboh,Tgk Dirunding Meulaboh,-,10102510
13567,SMA Negeri I Meulaboh,Jl.Sisingamangaraja Aceh Barat,-,10102505
13568,SMA Insan Madani,Jl. Nasional Tapaktuan - Meulaboh Km 31Meukek,-,10102741
13569,SMA Swasta CutMA Fatimah,Gunung Terbang,-,10102739
13570,SMA Panti Harapan,Jl. Medan - Kuta Cane Km. 28,-,10103099
13571,SMAN I Simeulue Timur,Jl.Pahlawan Simeulue Timur,-,10103326
13572,SMAN I Simeulue Tengah,Jl.Tengku Di Ujung,-,10103325
13573,SMA Dharma Sejati Gostel,Jl.Ki Hajar Dewantara No.02,-,10104052
13574,SMAN 1 Putri Betung,Jl.Blangkejeren-Kutacane Gumpang,-,10104524
13575,SMA Shalahuddiin,Desa Bustanussalam,-,10104526
